_obj ID,_obj type,_county,_estate,_latitude,_longitude,_accuracy,_distance from Daugava,_spelling,_language,_standardized,DELETE,_source,_match factor,_comment,_etymology,_alternative etymology,_inherited,_reliability,_source language,_attestation,_meaning,_category,_name,_period,_source text,_editor
mundi,house,449 pilskalne,unclear,"55,9884","26,3395",0,no,munde,latvian,unclear,,AŠĢTD 79,high,no comment,munde 'river mouth.' Also a FN (LUV). | Borrowed from MLG munde. | AK.,no comment,borrowed,unclear,middle low german,latvian,river mouth,riverscape,yes,modern,no comment,aigars
muodrini,house,357 krustpils,unclear,"56,5739","25,7661",0,no,modriņi,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.pl. of D to muôdrs 'lively.' Also a FN, cf. Modriņš (LUV). | Cognate with Lt. mañdras 'lively' OCS mǫdrъ 'wise' and further related to Av. mązdra- 'wise' and OHG muntar 'cheerful' a.o. | ALEW s.v. mandrùs; Derksen 2015, 303; LEW 405; ME 2, 682; SEJL 709.",no comment,inherited,reliable,original word,balto-slavic,lively,qualities,yes,modern,no comment,aigars
murani,house,452 naujene,unclear,"55,9114","26,8244",0,no,murāni,latvian,unclear,,LĢIA 132123,n/a,no comment,"nom.pl. of murāns (unclear meaning). Also a FN (LUV). | Unclear etymology. | EH 1, 832.",no comment,unclear,reliable,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
murauka,house,458 saliena,unclear,"55,8831","26,7684",0,no,murauka,latvian,unclear,,AŠĢTD 88,n/a,no comment,"murauka 'green, meadow.' Also a FN, cf. Muravka (LUV) and also Po. Murawka (ISNP). | Borrowed from Po. murawka, D to murawa 'green, meadow.' Possibly borrowed as a FN. | AK.",no comment,borrowed,reliable,polish,latvian,meadow,landscape,yes,modern,no comment,aigars
muraukas mezs,forest,452 naujene,unclear,"55,8918","26,7484",0,no,muraukas mežs,latvian,unclear,,LĢIA 131671,n/a,no comment,"muraukas mežs 'murauka forest.' Syntagm of gen.sg. of murauka 'green, meadow' and mežs 'forest.' Also a FN, cf. Muravka (LUV) and also Po. Murawka (ISNP). | Borrowed from Po. murawka, D to murawa 'green, meadow.' Possibly borrowed as a FN. | AK.",no comment,borrowed,reliable,polish,latvian,meadow,landscape,yes,modern,no comment,aigars
murauki,village,452 naujene,unclear,"55,8820","26,7565",0,no,murauki,latvian,unclear,,LĢIA 86924,n/a,no comment,"nom.pl. of *murauks 'green, meadow.' Also a FN, cf. Muravka (LUV) and also Po. Murawka (ISNP). | Borrowed from Po. murawka, D to murawa 'green, meadow.' Synchronically an o-stem but probably borrowed as ā-stem nom.-acc.pl. murawki. Possibly borrowed as a FN. | AK.",no comment,borrowed,reliable,polish,latvian,meadow,landscape,yes,modern,no comment,aigars
murauki,village,452 naujene,unclear,"55,8820","26,7565",0,no,murauka,latvian,unclear,,LĢIA 86924,n/a,no comment,"murauka 'green, meadow.' Also a FN, cf. Muravka (LUV) and also Po. Murawka (ISNP). | Borrowed from Po. murawka, D to murawa 'green, meadow.' Possibly borrowed as a FN. | AK.",no comment,borrowed,reliable,polish,latvian,meadow,landscape,yes,modern,no comment,aigars
muravki,village,458 saliena,unclear,"55,8862","26,7734",0,no,muravki,latvian,unclear,,LĢIA 86952,n/a,no comment,"nom.pl. of *muravks 'green, meadow.' Also a FN, cf. Muravka (LUV) and also Po. Murawka (ISNP). | Borrowed from Po. murawka, D to murawa 'green, meadow.' Synchronically an o-stem but probably borrowed as ā-stem nom.-acc.pl. murawki. Possibly borrowed as a FN. | AK.",no comment,borrowed,reliable,polish,latvian,meadow,landscape,yes,modern,no comment,aigars
muravku upite,river,458 saliena,unclear,"55,8924","26,7739",0,no,muravku upīte,latvian,unclear,,LĢIA 95916,n/a,no comment,"muravku upīte 'muravki stream.' Syntagm of gen.pl. of *muravks 'green, meadow' and D to upe 'river.' Also a FN, cf. Muravka (LUV) and also Po. Murawka (ISNP). | Borrowed from Po. murawka, D to murawa 'green, meadow.' Synchronically an o-stem but probably borrowed as ā-stem nom.-acc.pl. murawki. Possibly borrowed as a FN. | AK.",no comment,borrowed,reliable,polish,latvian,meadow,landscape,yes,modern,no comment,aigars
murnieki,house,348 pļaviņas,pļaviņas,"56,5851","25,5577",0,no,mūrnieki,latvian,unclear,,LĢIA unreg.,n/a,no comment,,,,,,,,,,,,
murnieki,village,348 pļaviņas,pļaviņas,"56,5883","25,5658",0,no,mūrnieki,latvian,unclear,,LĢIA 45304,n/a,no comment,,,,,,,,,,,,
murnieki,village,348 pļaviņas,pļaviņas,"56,5883","25,5658",0,no,vērsēni,latvian,unclear,,LĢIA 45304,n/a,no comment,,,,,,,,,,,,
murnieki 1,house,348 pļaviņas,pļaviņas,"56,5858","25,5556",0,no,mūrnieki,latvian,yes,,"AŠĢTD 67; E 1922, 62; LĢIA 45512",medium,viable alternative in same county,"nom.pl. of mũrniẽks 'bricklayer.' Also a FN (LUV). | nieka-derivation to mũris 'wall' ← MLG mure. | ME 2, 679.",no comment,recent,reliable,original word,latvian,bricklayer,trade and artisanship,yes,modern,no comment,aigars
murnieki 2,house,435 dignāja,unclear,"56,2814","26,1695",0,no,mūrnieki,latvian,unclear,,LĢIA 55565,n/a,no comment,"nom.pl. of mũrniẽks 'bricklayer.' Also a FN (LUV). | nieka-derivation to mũris 'wall' ← MLG mure. | ME 2, 679.",no comment,recent,reliable,original word,latvian,bricklayer,trade and artisanship,yes,modern,no comment,aigars
murnieki 3,house,435 dignāja,unclear,"56,2227","26,1706",200,no,mūrnieki,latvian,unclear,,AŠĢTD 78,n/a,no comment,"nom.pl. of mũrniẽks 'bricklayer.' Also a FN (LUV). | nieka-derivation to mũris 'wall' ← MLG mure. | ME 2, 679.",no comment,recent,reliable,original word,latvian,bricklayer,trade and artisanship,yes,modern,no comment,aigars
murnieku karjers,quarry,348 pļaviņas,pļaviņas,"56,5822","25,5533",0,no,mūrnieku karjers,latvian,unclear,,LĢIA 156572,n/a,no comment,,,,,,,,,,,,
naci,house,352 sece,unclear,"56,6080","25,4838",0,no,nači,latvian,yes,,"E 1925, 65",high,no comment,"nom.pl. of nacis 'miser.' | Cognate with Lt. nãkis, V of náikis. | AK.","from Po. nać 'leaves and stems;'  to Lv nadži 'avens (geum rivale)' (ME 2, 686); to FN načis (LUV).",inherited,unclear,original word,east baltic,miser,nicknames,no,modern,no comment,aigars
naci,house,352 sece,unclear,"56,6080","25,4838",0,no,naci,latvian,unclear,,AŠĢTD 58,high,no comment,"nom.pl. of nacis 'miser.' | Cognate with Lt. nãkis, V of náikis. | AK.","from Po. nać 'leaves and stems;'  to Lv nadži 'avens (geum rivale)' (ME 2, 686); to FN načis (LUV).",inherited,unclear,original word,east baltic,miser,nicknames,no,modern,no comment,aigars
nad-ozernaja,house,436 līvāni,unclear,"56,2465","26,2130",0,no,nad-ozernaja,russian,unclear,,AŠĢTD 78,n/a,no comment,nom.sg.fem. of nadozernyj 'situated above the lake.' | Compound of nad- 'over' and ozërnyj 'lake-.' | AK.,no comment,inherited,reliable,original word,russian,situated above the lake,landscape,no,modern,no comment,aigars
nadezda,house,450 līksna,unclear,"55,9801","26,4123",0,no,nadežda,latvian,unclear,,LĢIA 133505,n/a,no comment,nadežda 'hope.' Also a PN (LPV 245). | Borrowed from Ru. nadéžda. | LPV 245.,no comment,borrowed,reliable,russian,latvian,hope,feelings,yes,modern,no comment,aigars
nadzini,house,348 pļaviņas,pļaviņas,"56,5897","25,4950",0,no,nadziņi,latvian,yes,,"AŠĢTD 58; E 1922, 62; LĢIA 45629",medium,"alternative match in AŠĢTD (56.5916, 25.5287)","nom.pl. of D to nags '(finger) nail.' Also a FN, cf. Nags & Nadziņš (LUV). | Cognate with Lt. nãgas and further related to OPr. nagutis 'nail' OCS nogъtь 'id.' OHG nagal 'id.' as well as Lt. nagà 'hoof' OPr. nage 'foot' Gr. ὄνυξ 'nail' a.o. | ALEW s.v. nãgas; Derksen 2015, 327; LEW 478; ME 2, 687; SEJL 788 s.v. nagà.",no comment,inherited,reliable,original word,east baltic,nail,body,yes,modern,no comment,aigars
nagaisi 1,house,352 sece,unclear,"56,5911","25,3547",0,no,nagaiži,latvian,yes,,"E 1925, 65; LĢIA 45770",medium,alternative match with AŠĢTD in nagaisi,"error for nom.pl. of nagaitis 'miser.' Probably a FN, cf. Lt. Nagáitis (LPDB). | Borrowed from Lt. FN Nagáitis, aitii̯o-derivation to nãgas 'nail.' | LPDB s.v. Nagaitis.",no comment,borrowed,possible,lithuanian,latvian,miser,nicknames,no,modern,no comment,aigars
nagaisi 1,house,352 sece,unclear,"56,5911","25,3547",0,no,nagaiši,latvian,unclear,,AŠĢTD 58,medium,no comment,"nom.pl. of nagaitis 'miser.' Probably a FN, cf. Lt. Nagáitis (LPDB). | Borrowed from Lt. FN Nagáitis, aitii̯o-derivation to nãgas 'nail.' | LPDB s.v. Nagaitis.",no comment,borrowed,possible,lithuanian,latvian,miser,nicknames,no,modern,no comment,aigars
nagaisi 2,house,352 sece,unclear,"56,5829","25,3074",0,no,nagaiši,latvian,unclear,,AŠĢTD 58,n/a,no comment,"nom.pl. of nagaitis 'miser.' Probably a FN, cf. Lt. Nagáitis (LPDB). | Borrowed from Lt. FN Nagáitis, aitii̯o-derivation to nãgas 'nail.' | LPDB s.v. Nagaitis.",no comment,borrowed,possible,lithuanian,latvian,miser,nicknames,no,modern,no comment,aigars
nagli 1,house,356 ābeļi,unclear,"56,4553","26,0182",0,no,nagļi,latvian,yes,,"E 1925, 63; LĢIA 50329",high,no comment,"nom.pl. of naglis '(iron) nail; skin ulcer.' Also a FN (LUV). | Borrowed from MLG nagel, cf. also Lt. nagla and Liv. Est. nagl. | ME 2, 687.",no comment,borrowed,reliable,middle low german,latvian,nail,tools,yes,modern,no comment,aigars
nagli 2,village,356 ābeļi,unclear,"56,4550","26,0165",0,no,nagļi,latvian,unclear,,LĢIA 65936,high,no comment,"nom.pl. of naglis '(iron) nail; skin ulcer.' Also a FN (LUV). | Borrowed from MLG nagel, cf. also Lt. nagla and Liv. Est. nagl. | ME 2, 687.",no comment,borrowed,reliable,middle low german,latvian,nail,tools,yes,modern,no comment,aigars
nagli 2,village,356 ābeļi,unclear,"56,4550","26,0165",0,no,naglas,latvian,unclear,,AŠĢTD 77,high,no comment,"nom.-acc.pl. of nagla '(iron) nail.' Also a FN (LUV). | Borrowed from MLG nagel, cf. also Lt. nagla and Liv. Est. nagl. | ME 2, 687.",no comment,borrowed,reliable,middle low german,latvian,nail,tools,yes,modern,no comment,aigars
naglu kapi,cemetery,356 ābeļi,unclear,"56,4585","26,0093",0,no,nagļu kapi,latvian,unclear,,LĢIA 77074,n/a,no comment,"pl.tant. nagļu kapi 'nagļi cemetery.' Syntagm of gen.pl. of naglis '(iron) nail; skin ulcer' and nom.pl. of kaps 'grave; (pl.) cemetery.' Also a FN, cf. Naglis (LUV). | Borrowed from MLG nagel, cf. also Lt. nagla and Liv. Est. nagl. | ME 2, 687.",no comment,borrowed,reliable,middle low german,latvian,nail,tools,yes,modern,no comment,aigars
naguli,house,355 sēlpils,unclear,"56,5647","25,5966",0,no,nàguļi,latvian,yes,,"E 1925, 66; LĢIA 45722",high,no comment,"nom.pl. of nàgulis 'bare, naked.' Probably a FN, cf. Lt. Nagùlis < *Nogulis (LPDB). | Borrowed from Lt. FN Nagùlis or an earlier form *Nogulis. ulii̯o-derivation to núogas 'bare, naked.' | LPDB s.v. Nagulis.",Lt. Nagùlis to nãgas 'nail' (LPDB).,borrowed,possible,lithuanian,latvian,naked,qualities,no,modern,no comment,aigars
naguli,house,355 sēlpils,unclear,"56,5647","25,5966",0,no,naguli,latvian,unclear,,AŠĢTD 67,high,no comment,"error for nom.pl. of nàgulis 'bare, naked.' Probably a FN, cf. Lt. Nagùlis < *Nogulis (LPDB). | Borrowed from Lt. FN Nagùlis or an earlier form *Nogulis. ulii̯o-derivation to núogas 'bare, naked.' | LPDB s.v. Nagulis.",Lt. Nagùlis to nãgas 'nail' (LPDB).,borrowed,possible,lithuanian,latvian,naked,qualities,no,modern,no comment,aigars
naini,house,506 krāslava,unclear,"55,9045","27,0500",0,no,naiņi,latvian,unclear,,LĢIA 131901,n/a,no comment,"nom.pl. of nainis 'crybaby.' Also a FN (LUV), cf. also Lt. Nainỹs (LPDB). | Cognate with Lt. nainỹs, cf. also Lv. naĩne 'jade; widow.' Derived from Lt. nainoti 'moan' which is onomatopoeic. | ALEW s.v. nainoti; LEW 479 s.v. nainoti; ME 2, 690 s.v. naĩne.",from Lt. nainỹs.,inherited,possible,original word,latvian,crybaby,nicknames,yes,modern,no comment,aigars
naktsvijuoles,house,450 līksna,unclear,"56,0054","26,3748",0,no,naktsvijuoles,latvian,unclear,,LĢIA 131057,n/a,no comment,nom.-acc.pl. of naktsvijuole 'platanthera.' | Compound of nakts 'night' and vijuole 'violet; violin.' | AK.,no comment,recent,reliable,original word,latvian,platanthera,herbaceous plants,no,modern,no comment,aigars
namiesi,house,506 krāslava,unclear,"55,8825","27,1890",0,no,namieši,latvian,unclear,,LĢIA 131975,n/a,no comment,nom.pl. of namietis 'housemate.' | Cognate with Lt. namiẽtis. ietii̯o-derivation to nãmas 'house.' | AK.,from Lt. namiẽtis.,inherited,reliable,original word,latvian,housemate,kinship and relationship,no,modern,no comment,aigars
narpani,house,356 ābeļi,unclear,"56,5593","25,7152",0,no,ņā̀rpāni,latvian,local,,"E 1925, 63",high,no comment,nom.pl. of ņā̀rpāns. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
narpani,house,356 ābeļi,unclear,"56,5593","25,7152",0,no,nērpani,latvian,unclear,,"E 1925, 63",high,no comment,nom.pl. of nērpans. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
narpani,house,356 ābeļi,unclear,"56,5593","25,7152",0,no,jarpāni,latvian,unclear,,AŠĢTD 67,high,no comment,nom.pl. of jarpāns. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
natraines,house,356 ābeļi,unclear,"56,4596","25,9223",0,no,nātraines,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.-acc.pl. of nâtraine 'nettle-rich area.' | ē-derivation to nâtraîns 'nettle-rich,' itself an aina-derivation to nâtre 'nettle.' | AK.","pl.tant. 'urticaceae,' cf. nātraiņi (ME 2, 702). ",inherited,reliable,original word,latvian,nettle-rich area,herbaceous plants,no,modern,no comment,aigars
naudaskolns,area,443 dviete,unclear,"56,1356","26,3184",0,no,naudaskolns,latvian,unclear,,LĢIA 86150,n/a,no comment,"naûdaskal̂ns 'money hill.' | Syntagm of gen.sg. of naûda 'money' and kal̂ns 'hill, mountain.' | AK.",no comment,recent,reliable,original word,latvian,money hill,"economy and labor, landscape",no,modern,no comment,aigars
naudidzani 1,house,355 sēlpils,unclear,"56,5672","25,6171",0,no,naûdīdzāni,latvian,partly,,"E 1925, 66; LĢIA 7445",high,no comment,"partly standardized V of nom.pl. of naûdîdzȩ̃ns 'wealthy person.' | ēna-derivation to naûdîgs 'rich, wealthy,' itself an inga-derivation to naûda 'money.' | AK.",no comment,inherited,reliable,original word,latvian,wealthy person,nicknames,no,modern,no comment,aigars
naudidzani 1,house,355 sēlpils,unclear,"56,5672","25,6171",0,no,naudzāni,latvian,unclear,,AŠĢTD 67,high,no comment,"error for nom.pl. of naûdîdzȩ̃ns 'wealthy person.' | ēna-derivation to naûdîgs 'rich, wealthy,' itself an inga-derivation to naûda 'money.' | AK.",no comment,inherited,reliable,original word,latvian,wealthy person,nicknames,no,modern,no comment,aigars
naudidzani 2,village,355 sēlpils,unclear,"56,5670","25,6201",0,no,naudīdzāni,latvian,unclear,,LĢIA 2456,,no comment,"dial. for nom.pl. of naûdîdzȩ̃ns 'wealthy person.' | ēna-derivation to naûdîgs 'rich, wealthy,' itself an inga-derivation to naûda 'money.' | AK.",no comment,inherited,reliable,original word,latvian,wealthy person,nicknames,no,modern,no comment,aigars
naudidzani 2,village,355 sēlpils,unclear,"56,5670","25,6201",0,no,naudīdzānkalns,latvian,unclear,,LĢIA 2456,,no comment,"dial. for naûdîdzȩ̃nkal̂ns 'wealthy person hill.' | Compound of naûdîdzȩ̃ns 'wealthy person' and kal̂ns 'hill, mountain.' | AK.",no comment,recent,reliable,original word,latvian,wealthy person hill,"nicknames, landscape",no,modern,no comment,aigars
naudinieki,house,443 dviete,unclear,"56,1336","26,3146",0,no,naudinieki,latvian,unclear,,LĢIA 56159,n/a,no comment,"nom.pl. of naûdiniẽks 'wealthy person; temporary worker.' Also a FN (LUV). | inieka-derivation to naûda 'money,' cf. Lt. naudiniñkas. | ME 2, 696 s.v. naûdeniẽks.",no comment,inherited,reliable,original word,latvian,wealthy person,nicknames,yes,modern,no comment,aigars
naudinieki,house,443 dviete,unclear,"56,1336","26,3146",0,no,naudenieki,latvian,unclear,,LĢIA 56159,n/a,no comment,"nom.pl. of naûdeniẽks 'wealthy person; temporary worker.' | enieka-derivation to naûda 'money,' cf. Lt. naudiniñkas. | ME 2, 696.",no comment,inherited,reliable,original word,latvian,wealthy person,nicknames,no,modern,no comment,aigars
naudinieki,house,443 dviete,unclear,"56,1336","26,3146",0,no,naudnieki,latvian,unclear,,LĢIA 56159,n/a,no comment,"nom.pl. of naûdniẽks 'wealthy person; temporary worker.' Also a FN (LUV). | (i)nieka-derivation to naûda 'money,' cf. Lt. naudiniñkas. | ME 2, 696 s.v. naûdeniẽks.",no comment,inherited,reliable,original word,latvian,wealthy person,nicknames,yes,modern,no comment,aigars
naudisi,village,506 krāslava,unclear,"55,8575","27,2083",0,no,naudīši,latvian,unclear,,LĢIA 3941,high,no comment,"nom.pl. of naûdĩtis 'yellow-rattle.' | ītii̯o-derivation to naûda 'money.' | ME 2, 696.",no comment,inherited,reliable,original word,latvian,yellow-rattle,herbaceous plants,no,modern,no comment,aigars
naudisi,village,506 krāslava,unclear,"55,8575","27,2083",0,no,nàudiši,latvian,unclear,,"AŠĢTD 97; E 1925, 168; LĢIA 3941",high,no comment,"error for nom.pl. of naûdĩtis 'yellow-rattle.' | ītii̯o-derivation to naûda 'money.' | ME 2, 696.",no comment,inherited,reliable,original word,latvian,yellow-rattle,herbaceous plants,no,modern,no comment,aigars
naudisu kapi,cemetery,506 krāslava,unclear,"55,8579","27,2020",0,no,naudīšu kapi,latvian,unclear,,LĢIA 125926,n/a,no comment,"pl.tant. naûdĩšu kapi 'Naudīši cemetery.' | Gen.pl. of naûdĩtis 'yellow-rattle.' ītii̯o-derivation to naûda 'money.' | ME 2, 696.",no comment,inherited,reliable,original word,latvian,yellow-rattle,herbaceous plants,no,modern,no comment,aigars
naudites,house,356 ābeļi,unclear,"56,4669","25,9136",0,no,naudītes,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.-acc.pl. of naûdĩte 'yellow-rattle.' | ē-stem V of naûdĩtis, an ītii̯o-derivation to naûda 'money.' | ME 2, 696 s.v. naûdĩtis.",no comment,inherited,reliable,original word,latvian,yellow-rattle,herbaceous plants,no,modern,no comment,aigars
nautrani,house,357 krustpils,unclear,"56,4979","25,9224",50,no,nautrāni,latvian,unclear,,LĢIA unreg.,n/a,no comment,"dial. for nom.pl. of nautrȩ̃ns. Also a FN, cf. Nautrēns & Nautrāns (LUV). | Unclear meaning and etymology. | AK.",no comment,unclear,unclear,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
nedeli,house,346 aizkraukle,aizkraukle,"56,6133","25,1745",0,no,nedeļi,latvian,local,,"AŠĢTD 58; E 1922, 34",high,no comment,"nom.pl. of *nedeļš 'week; Sunday.' Probably a FN, cf. Nedēļa (LUV) Po. Niedziela (ISNP). | Borrowed from Ru. as nom.-acc.pl. nedéli. Possibly borrowed in the function of a FN. | AK.",no comment,borrowed,reliable,russian,latvian,week,time and weather,no,modern,no comment,aigars
negas,house,232 birzgale,birzgale,"56,7158","24,7556",0,no,ņȩgas,latvian,yes,,"AŠĢTD 49; E 1925, 60; LĢIA 34999",high,no comment,"nom.-acc.pl. of ņȩga 'noise, roar.' | Unclear etymology. | ME 2, 897 s.v. I ņȩga.","to ņȩga 'eine verwühlte Speise, aus der die besseren Bissen ausgesucht sind' (ME 2, 897 s.v. II ņȩga).",unclear,possible,unclear,latvian,noise,colors and sounds,no,modern,no comment,aigars
negusi,house,436 līvāni,unclear,"56,3214","26,1959",0,no,ņegusi,latvian,unclear,,LĢIA 128273,n/a,no comment,"nom.pl. of ņeguss 'negus, king.' | Borrowed via Ru. négus from Amh. nəguś 'king.' | AK.",from Ru. négus 'punch' from Eng. FN Negus; from Ru. negús (Mongolian tribe).,borrowed,possible,amharic,latvian,king,nobility,no,modern,no comment,aigars
nerepavas pusmuiza,farm estate,daugavpils,unclear,"55,8662","26,5662",500,no,nerepavas pmž.,latvian,unclear,,AŠĢTD 88,n/a,no comment,"error for čerepavas pusmuĩža 'Čerepava farm estate.' Also a FN, cf. Čerepovs (LUV). | Gen.sg. of čerepava 'čerepov (place)' ← Ru. TN čerepóvo which is derived from FN čerepóv 'Čerepov,' gen.pl. of čérep 'skull.' Probably a cyrillic ч (č) was misread as н (n). | AK.",no comment,borrowed,reliable,russian,latvian,Cherepov,foreign names (slavic),yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,nereta,latvian,unclear,,LĢIA 95969,high,no comment,"Only attested as TN and FN (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,nārta,latvian,unclear,,LĢIA 95969,high,no comment,"some V of nȩrȩta. Only attested as TN and FN, cf. Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,narača,latvian,unclear,,LĢIA 95969,high,no comment,"some V of nȩrȩta. Only attested as TN and FN, cf. Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,narata,latvian,latgalian,,LĢIA 95969,high,no comment,"Latg. for nȩrȩta. Only attested as TN and FN, cf. Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,narats,latvian,latgalian,,LĢIA 95969,high,no comment,"Latg. for i-stem V of nȩrȩta. Only attested as TN and FN, cf. Nerets & Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,nareta,latvian,unclear,,LĢIA 95969; AŠĢTD 77,high,no comment,"error for nȩrȩta. Only attested as TN and FN, cf. Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,nereteņa,latvian,unclear,,LĢIA 95969,high,no comment,"dial. for D to nȩrȩta. Only attested as TN and FN, cf. Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nereta,river,431 vīpe,unclear,"56,4646","26,0210",0,no,neretiņa,latvian,unclear,,LĢIA 95969,high,no comment,"D to nȩrȩta. Only attested as TN and FN, cf. Nereta (LUV). | From *nȩrȩtva, cf. HG Nerft 'Nereta estate.' Thus to or from Ru. HN Neretva, cf. also SCr. Nèrētva. Unclear meaning and etymology. | LVV 2, 476.",no comment,unclear,unclear,unclear,baltoslavic,unclear,unclear,yes,modern,no comment,aigars
nerpani,village,356 ābeļi,unclear,"56,5596","25,7129",0,no,ņerpāni,latvian,unclear,,LĢIA 6163,n/a,no comment,nom.pl. of ņerpans. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
nerpani,village,356 ābeļi,unclear,"56,5596","25,7129",0,no,bajāri,latvian,unclear,,LĢIA 6163,n/a,no comment,"nom.pl. of bajãrs 'rich person.' Also a FN (LUV), cf. also Lt. Bajõras (LPDB) Po. Bojar (ISNP). | Borrowed from ESl. *bojarъ, cf. ORu. bojarinъ BRu. bajáryn. Similarly Lt. bajõras 'boyar, nobleman.' Ultimately from Turkic. | ALEW s.v. bajõras; LEW 30; LVV 1, 76; ME 1, 252; REW 1, 114 s.v. боя́рин; SEJL 81; Skok 1, 186 s.v. bòljarin.",no comment,borrowed,reliable,east slavic,latvian,boyar,nobility,yes,modern,no comment,aigars
neuhof 1,farm estate,215 salaspils,unclear,"56,8680","24,3360",0,no,neuhof,high german,n/a,,WRK,n/a,no comment,"neuhof 'new estate.' Compound of neu 'new' and hof 'estate.' Also a FN, cf. Neu (LUV). | From OHG niuwi, cognate with Skt. návyaḥ OIr. nūë and probably Lt. naũjas. | EWD s.v. neu.",no comment,inherited,reliable,original word,indo-european,new,qualities,yes,modern,no comment,aigars
neuhof 2,estate,rīga,bolderāja,"56,9762","24,0333",500,no,neuhof,high german,n/a,,RU 1913,n/a,no comment,"neuhof 'new estate.' Compound of neu 'new' and hof 'estate.' Also a FN, cf. Neu (LUV). | From OHG niuwi, cognate with Skt. návyaḥ OIr. nūë and probably Lt. naũjas. | EWD s.v. neu.",no comment,inherited,reliable,original word,indo-european,new,qualities,yes,modern,no comment,aigars
nezbati,house,509 kaplava,unclear,"55,8493","27,2655",100,no,nežbati,latvian,unclear,,AŠĢTD 97,n/a,no comment,nom.pl. of nežbats. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
nicgale,house,455 svente,unclear,"55,9850","26,3797",0,no,nicgale,latvian,yes,,"E 1925, 55",high,no comment,"nīcgale 'river mouth end.' Also a FN (LUV). | Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgale,house,455 svente,unclear,"55,9850","26,3797",0,no,nīcgales,latvian,unclear,,LĢIA 56486,high,no comment,"nom.-acc.pl. of nīcgale 'river mouth end.' Also a FN (LUV). | Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
